,screen_name,text,account.type,class_type,translation
143,kevinhooke,Happy 14th anniversary Git: What do you love about Git? https://t.co/NHLSBbBEoq via @opensourceway by @jenwike,human,human,Bon anniversaire Git : que vous aimez sur Git? HTTPS://t.co/NHLSBbBEoq via @opensourceway par @jenwike
144,zawvrk,the new mgmt album is soooo good!! especially this song! https://t.co/ljo2ZIPCZh,human,human,Le nouvel album est soooo bon!! Surtout cette chanson! HTTPS://t.co/ljo2ZIPCZh
145,botustrump,"Morally malleable, real life advice with lots of good insight. @MELANIATRUMP
@realDonaldTrump",bot,gpt2,"Des conseils moraux, réels avec beaucoup de bonnes connaissances. Méditerranée Melanie
@réalDonaldTrump"
146,realDonaldTrump,"Cases, Cases, Cases! If we didn’t test so much and so successfully, we would have very few cases. If you test 40,000,000 people, you are going to have many cases that, without the testing (like other countries), would not show up every night on the Fake Evening News.....",human,human,"Les cas, les cas, les cas! Si nous n’avions pas testé tellement et tellement de succès, nous aurions très peu de cas. Si vous testez 40 000 000 personnes, vous aurez de nombreux cas qui, sans le test (comme dans d’autres pays), ne apparaîtront pas toutes les nuits sur le Fake Evening News."
147,realDonaldTrump,"SUCH ATROCIOUS LIES BY THE RADICAL LEFT, DO NOTHING DEMOCRATS. THIS IS AN ASSAULT ON AMERICA, AND AN ASSAULT ON THE REPUBLICAN PARTY!!!!",human,human,"L’attractif se lève par la gauche radicale, pas les démocrates. C’est un assaut contre l’Amérique et un assaut contre le Parti républicain!!!et!"
148,kevinhookebot,"""These of the steps so the good swas tootces (and generation (good' types amontial step we're storage to the step is match the new solf of the file and about on the Lambda functions:\r\n\r\n 1/1              """,bot,rnn,"""Ces étapes de sorte que le bon swas tootces (et la génération (bon' types amontial étape que nous stockons à la étape correspond à la nouvelle solf du fichier et sur les fonctions Lambda:\r\n\r\n 1/1 """
149,kevinhookebot,"""The websiting a point for the create to a resolver. You can look before any using config parts of the Java and an Hibernate size my under all a lecks file and a share.\r\n\r\nIf you want with the as to produ""",bot,rnn,"« Le site est un point pour le créateur pour un résolution. Vous pouvez regarder devant n'importe quelle utilisant des pièces de configuration de Java et un Hibernate de ma taille sous tous un fichier lecks et une partition.\r\n\r\nSi vous voulez avec le pour produire"""
150,kevinhookebot,"""The well developed to the new features are the file to are of me take a steps down this because, instead to registry and too are post a Tegrater.ything Sone some config for the year been starting the web""",bot,rnn,"""Les bien développés pour les nouvelles fonctionnalités sont le fichier pour être de moi prendre un pas en dessous parce que, au lieu d'enregistrer et aussi sont postés un Tegrater.ything Sone quelques config pour l'année a commencé le web"""
151,JustinTrudeau,Quebec is mourning the passing of Maman Dion today. Thérèse Dion has a special place in our hearts – she was an icon in her own right &amp; a generous philanthropist. My thoughts are with @celinedion and her entire family during this difficult time.,human,human,Le Québec regrette aujourd’hui la mort de Maman Dion. Thérèse Dion a un endroit spécial dans nos cœurs – elle était une icône dans sa propre droite et une généreuse philanthropiste. Mes pensées sont avec @celinedion et toute sa famille pendant cette période difficile.
152,narendramodi,"The campaign takes me eastwards today. Happy to be in Paliganj (Bihar), Deoghar (Jharkhand), Basirhat and Diamond Harbour (West Bengal). 

Here is a video encapsulating important snippets of my speeches in Bihar, UP and Chandigarh yesterday. Have a look. https://t.co/kuDTHcyEst",human,human,"Aujourd’hui, la campagne m’a emmenée à l’est. Heureux d'être à Paliganj (Bihar), Deoghar (Jharkhand), Basirhat et Diamond Harbour (Bengal occidental). 

Voici une vidéo encapsulant des snippets importants de mes discours à Bihar, UP et Chandigarh hier. Avoir un regard. HTTPS://t.co/décédent"
153,theJadenTrudeau,"#InvictusGames, For your hospitalit…",bot,others,"#InvictusGames, Pour votre hôpital..."
154,ahadsheriff,@EagleFanProbs https://t.co/qRhOTi0f1D,human,human,@EagleFanProbs https://t.co/qRhOTi0f1D
155,ahadsheriffbot,I want to,bot,others,Je veux que
156,imranyebot,this is Noor,bot,others,C’est Noor
157,kevinhooke,@kvlly This is not limited to small businesses. The same applies to large companies/organizations too. There's a time and place for 'let's bring in a junior dev and grow them over the coming year' vs 'we need someone with experience of xyz to come in and do this now'. V different needs,human,human,@Kvlly Ceci n’est pas limité aux petites entreprises. Il en va de même pour les grandes entreprises/organisations. Il y a un temps et un endroit pour « amener un jeune démon et les développer au cours de l'année prochaine » contre « nous avons besoin de quelqu'un avec l'expérience de xyz pour entrer et le faire maintenant ». V Différents besoins
158,AINarendraModi,Looking forward to interacting with my for the continue with be in the spirit of the https://t.co/siQIUbYCWd is well.,bot,rnn,Attendre à interagir avec moi pour le continu avec être dans l'esprit de https://t.co/siQIUbYCWd est bien.
159,jaden,This Message Is What The World Needs. https://t.co/tzYZYKzklU,human,human,Ce message est ce que le monde a besoin. HTTPS://t.co/tzYZYKzklU
160,dril,"@eedrk @getfiscal ""always have at least 2 drew Carey anecdotes""",human,human,"@eedrk @getfiscal ""j'ai toujours au moins 2 anecdotes de Carey"""
161,dril_gpt2,"feelings of incompleteness and emptiness, emanating from the stomach, waking me up early in the morning, to check Elite Singles for updates",bot,gpt2,"sentiments d'incomplétité et de vide, émanant de l'estomac, me réveillant tôt le matin, pour vérifier Elite Singles pour les mises à jour"
162,kevinhooke,"Wow, I remember using AltaVista and Lycos back in the day. Compared to Yahoo's directory list of sites, it was incredible to search for anything just using free text search terms. We take this for granted nowdays https://t.co/A18LtHx8He",human,human,"Wow, je me souviens d'utiliser AltaVista et Lycos de retour dans la journée. Comparé à la liste des sites de catalogue de Yahoo, il était incroyable de chercher quoi que ce soit en utilisant des termes de recherche de texte gratuits. Nous prenons cela pour ce qui est accordé aujourd'hui https://t.co/A18LtHx8He"
163,JustinTrudeau,"Hey @BradMBradford, congratulations on an extraordinary accomplishment! What you’ve done for our health care workers is inspiring - they definitely deserve this. Thanks to you and your team for going the extra mile(s) to #CrushCOVID! https://t.co/s8QWCtEJIS",human,human,"Hey @BradMBradford, félicitations pour une réussite extraordinaire! Ce que vous avez fait pour nos professionnels de la santé est inspirant - ils le méritent certainement. Merci à vous et à votre équipe d'aller la mile(s) supplémentaire à #CrushCOVID! HTTPS://t.co/s8QWCtEJIS"
164,dril_gpt2,"Thank You for Your Time, Wikipedia. As I have stated repeatedly on this wiki, I do not owe you any of my content, so please go suck a bunch of dicks out of a radiator",bot,gpt2,"Merci pour ton temps, Wikipédia. Comme je l'ai déclaré à plusieurs reprises sur ce wiki, je ne vous dois pas aucun de mon contenu, alors s'il vous plaît emmenez une foule de dicks à partir d'un radiateur"
165,zawvrk,netflix movie recommendations?,human,human,Les films de Netflix?
166,jaden,So Proud So Inspired http://t.co/MgVOk05uZH Thank You,human,human,So Proud So Inspiré http://t.co/MgVOk05uZH Merci
167,jaden,Vegas Tonight,human,human,Vegas ce soir
168,kevinhookebot,"""The instance of thel setter the test, returating current and set we're and the hard of step and the only the guide of Java data support of in if this github as using in the Java EE data. That start that """,bot,rnn,"""L'exemple de thel s'installe le test, le retour de la courant et le paramètre que nous sommes et le dur de pas et le seul guide du support de données Java de si ce github comme utilisé dans les données Java EE. C’est ça qui commence »"
169,kevinhookebot,"""Then /etc/kubernetes/var/ls\r\n\r\nNow for care attention:\r\n[https://t.co/04dmlwFFfj\n/re/comd/configu/pretty/groupIdoight style-text/state --machine.json/java-1.7.1-getting started.json (kubeadm);\r\n\r\n\tWAPTT (ins""",bot,rnn,« Alors /etc/kubernetes/var/ls\r\n\r\nNow pour attention:\r\n[https://t.co/04dmlwFFfj\n/re/comd/configu/pretty/groupIdoight style-text/state --machine.json/java-1.7.1-getting started.json (kubeadm);\r\n\r\n\tWAPTT (ins) »
170,theJadenTrudeau,Sending my Congratulations On the Many Other Stores In the One of the Asia-Pacific region,bot,others,Envoyer mes félicitations sur les nombreux autres magasins dans l'une de la région Asie-Pacifique
171,dril_gpt2,"(cop inspecting urinal cakes taped to walls, judging newbie bowls by their unique ""Taint"")",bot,gpt2,"(cop inspectant les gâteaux urinaux tapés sur les murs, jugant les boules de nouveau-nés par leur unique « Taint »)"
172,AINarendraModi,everwe will govelfle us of the fellow India.,bot,rnn,Nous allons toujours nous détourner de la communauté indienne.
173,ahadsheriffbot,the regulatory approaches to everyone that I’m going on Bell,bot,others,Les approches réglementaires à tous ceux que je vais sur Bell
174,kevinhooke,"AWS Doubles Down on Containers, Launches MicroVM Manager https://t.co/fblOG9DoK4 via @CBROnline.com",human,human,"AWS doublera sur les conteneurs, lance MicroVM Manager https://t.co/fblOG9DoK4 via @CBROnline.com"
175,awhalefact,@Senor_Porter i meant to simply ask the whale how much they weigh hehe,human,human,@Senor_Porter je voulais simplement demander à la baleine combien ils pesent hehe
176,AINarendraModi,My flearing BJP in the https://t.co/FXC2i5yOYL is health is the full range of Odisha. BJP is across the prosperity of the life of well.,bot,rnn,Mon BJP en fuite dans le https://t.co/FXC2i5yOYL est la santé est la gamme complète d'Odisha. BJP est au-dessus de la prospérité de la vie de bien.
177,narendramodi,"After a huge roadshow, addressing a massive rally in Bhubaneswar. Watch. https://t.co/WIckN2rgld",human,human,"Après un énorme spectacle routier, abordant un grand rassemblement à Bhubaneswar. Regardez! Télécharger https://t.co/WIckN2rgld"
178,gpt2_trump,Watters P Wives,bot,gpt2,Les femmes de Watters P
179,imranyebot,but a book before they see if I answered:,bot,others,Mais un livre avant de voir si je répondis :
180,AINarendraModi,My forefront and the time of the #NewIndiaNeGAY #NewIIndia @Chitrowat,bot,rnn,Mon front et le temps du #NewIndiaNeGAY #NewIIndia @Chitrowat
181,GenePark,me and the squad finally leaving the club at 2:10 am to get chicken nuggets https://t.co/AAuG8ijbtE,human,human,moi et l'équipe finissent par quitter le club à 2h10 pour obtenir des nuggets de poulet https://t.co/AAuG8ijbtE
182,dril_gpt2,proof of this self suck is that every time you log in to this website the engines spit poison straight into your ass. proof of China Rock poop? shit straight in your ass. ppppppppppppp,bot,gpt2,"La preuve de ce self-suck est que chaque fois que vous vous connectez à ce site, les moteurs poussent le poison directement dans votre cul. La preuve de la Chine Rock Poop? Juste dans ton assiette. ppppppppppppppppp"
183,JustinTrudeau,Big news in Montreal today! The Blue line extension means shorter commutes for Montrealers. #BuildingCanada https://t.co/WQLupSaGml,human,human,Bonne nouvelle à Montréal aujourd’hui! L'extension de la ligne bleue signifie des commutes plus courts pour les Montrealers. #ConstructionCanada https://t.co/WQLupSaGml
184,ahadsheriffbot,Aren’t coming to work,bot,others,Aren ne vient pas au travail
185,JustinTrudeau,"Just spoke with @BrianPallister following today’s election in Manitoba. Congratulations again, Brian, on your re-election as Premier. https://t.co/NlnUaKJ7zV",human,human,"Il suffit de parler avec @BrianPallister après les élections d'aujourd'hui à Manitoba. Félicitations à nouveau, Brian, pour votre réélection en tant que Premier ministre. HTTPS://t.co/NlnUaKJ7zV"
